,Sid,Date,Close,returns_percent,states_value,state,portfolio_value
35,FIBBG000B9XRY4,2023-02-23,148.6068,0.003290588538705798,0,Flat,6
36,FIBBG000B9XRY4,2023-02-24,145.9311,-0.01800523260039249,-1,Bear,5
37,FIBBG000B9XRY4,2023-02-27,147.1346,0.008247042611205012,0,Flat,5
38,FIBBG000B9XRY4,2023-02-28,146.6273,-0.003447863384955102,0,Flat,5
39,FIBBG000B9XRY4,2023-03-01,144.5385,-0.014245641841594247,-1,Bear,4
40,FIBBG000B9XRY4,2023-03-02,145.1353,0.004129003691058104,0,Flat,4
41,FIBBG000B9XRY4,2023-03-03,150.2281,0.035090016005754704,1,Bull,5
42,FIBBG000B9XRY4,2023-03-06,153.0133,0.018539807133285815,1,Bull,5
43,FIBBG000B9XRY4,2023-03-07,150.7951,-0.014496779038162017,-1,Bear,5
44,FIBBG000B9XRY4,2023-03-08,152.0584,0.008377593171130994,0,Flat,5
45,FIBBG000B9XRY4,2023-03-09,149.7905,-0.014914664365796282,-1,Bear,4
46,FIBBG000B9XRY4,2023-03-10,147.7116,-0.013878717275127624,-1,Bear,4
47,FIBBG000B9XRY4,2023-03-13,149.6711,0.013265715082633939,1,Bull,4
48,FIBBG000B9XRY4,2023-03-14,151.7798,0.014088892244394536,1,Bull,4
49,FIBBG000B9XRY4,2023-03-15,152.1777,0.0026215609718815867,0,Flat,4
50,FIBBG000B9XRY4,2023-03-16,155.0225,0.018693934788080124,1,Bull,5
51,FIBBG000B9XRY4,2023-03-17,154.177,-0.005454046993178509,0,Flat,5
52,FIBBG000B9XRY4,2023-03-20,156.5643,0.0154841513325594,1,Bull,6
53,FIBBG000B9XRY4,2023-03-21,158.4343,0.011943974456501288,1,Bull,6
54,FIBBG000B9XRY4,2023-03-22,156.992,-0.00910345802645019,0,Flat,6
55,FIBBG000B9XRY4,2023-03-23,158.0862,0.00696978189971464,0,Flat,6
56,FIBBG000B9XRY4,2023-03-24,159.3992,0.008305595301803805,0,Flat,6
57,FIBBG000B9XRY4,2023-03-27,157.4396,-0.012293662703451426,-1,Bear,5
58,FIBBG000B9XRY4,2023-03-28,156.813,-0.003979938973422345,0,Flat,5
59,FIBBG000B9XRY4,2023-03-29,159.9164,0.019790451046788355,1,Bull,6
60,FIBBG000B9XRY4,2023-03-30,161.498,0.009890167612577449,0,Flat,6
61,FIBBG000B9XRY4,2023-03-31,164.0245,0.015644156583982455,1,Bull,7
62,FIBBG000B9XRY4,2023-04-03,165.2877,0.007701288527018902,0,Flat,7
63,FIBBG000B9XRY4,2023-04-04,164.7506,-0.003249485593906924,0,Flat,7
64,FIBBG000B9XRY4,2023-04-05,162.8905,-0.011290398942401355,-1,Bear,6
65,FIBBG000B9XRY4,2023-04-06,163.7858,0.005496330356896146,0,Flat,6
66,FIBBG000B9XRY4,2023-04-10,161.1697,-0.015972691161260554,-1,Bear,5
67,FIBBG000B9XRY4,2023-04-11,159.9463,-0.007590756823397934,0,Flat,5
68,FIBBG000B9XRY4,2023-04-12,159.25,-0.004353336088424727,0,Flat,5
69,FIBBG000B9XRY4,2023-04-13,164.681,0.03410361067503932,1,Bull,6
70,FIBBG000B9XRY4,2023-04-14,164.3328,-0.002114390852618212,0,Flat,6
71,FIBBG000B9XRY4,2023-04-17,164.3527,0.00012109572769408733,0,Flat,6
72,FIBBG000B9XRY4,2023-04-18,165.5861,0.0075045922579914355,0,Flat,6
73,FIBBG000B9XRY4,2023-04-19,166.74,0.006968580092169703,0,Flat,6
74,FIBBG000B9XRY4,2023-04-20,165.7652,-0.005846227659829771,0,Flat,6
75,FIBBG000B9XRY4,2023-04-21,164.1438,-0.00978130512315006,0,Flat,6
76,FIBBG000B9XRY4,2023-04-24,164.4522,0.0018788403826401363,0,Flat,6
77,FIBBG000B9XRY4,2023-04-25,162.9005,-0.00943556851170134,0,Flat,6
78,FIBBG000B9XRY4,2023-04-26,162.8905,-6.138716578519345e-05,0,Flat,6
79,FIBBG000B9XRY4,2023-04-27,167.5158,0.028395148888363714,1,Bull,7
80,FIBBG000B9XRY4,2023-04-28,168.7791,0.007541378186415769,0,Flat,7
81,FIBBG000B9XRY4,2023-05-01,168.6896,-0.0005302789267153742,0,Flat,7
82,FIBBG000B9XRY4,2023-05-02,167.6452,-0.006191253047016676,0,Flat,7
83,FIBBG000B9XRY4,2023-05-03,166.5609,-0.006467826099405082,0,Flat,7
84,FIBBG000B9XRY4,2023-05-04,164.9098,-0.00991289072045128,0,Flat,7
85,FIBBG000B9XRY4,2023-05-05,172.6485,0.046926865474338234,1,Bull,8
86,FIBBG000B9XRY4,2023-05-08,172.5788,-0.00040371042899307923,0,Flat,8
87,FIBBG000B9XRY4,2023-05-09,170.858,-0.009971097261077241,0,Flat,8
88,FIBBG000B9XRY4,2023-05-10,172.6335,0.01039167027590159,1,Bull,9
89,FIBBG000B9XRY4,2023-05-11,172.8275,0.0011237679824598842,0,Flat,9
90,FIBBG000B9XRY4,2023-05-12,171.8912,-0.0054175406113031125,0,Flat,9
91,FIBBG000B9XRY4,2023-05-15,171.3932,-0.0028971814729316595,0,Flat,9
92,FIBBG000B9XRY4,2023-05-16,171.3932,0.0,0,Flat,9
93,FIBBG000B9XRY4,2023-05-17,172.0107,0.0036028267165792273,0,Flat,9
94,FIBBG000B9XRY4,2023-05-18,174.3614,0.013666010312149122,1,Bull,10
95,FIBBG000B9XRY4,2023-05-19,174.471,0.0006285794906441469,0,Flat,10
96,FIBBG000B9XRY4,2023-05-22,173.5148,-0.0054805669710152145,0,Flat,10
97,FIBBG000B9XRY4,2023-05-23,170.8852,-0.015154903212867206,-1,Bear,9
98,FIBBG000B9XRY4,2023-05-24,171.1641,0.0016320898474531033,0,Flat,9
99,FIBBG000B9XRY4,2023-05-25,172.3095,0.006691823811184843,0,Flat,9
100,FIBBG000B9XRY4,2023-05-26,174.7399,0.014104852024989867,1,Bull,10
101,FIBBG000B9XRY4,2023-05-30,176.6026,0.010659843573219337,1,Bull,10
102,FIBBG000B9XRY4,2023-05-31,176.5528,-0.00028198905338882175,0,Flat,10
103,FIBBG000B9XRY4,2023-06-01,179.3816,0.016022402363485604,1,Bull,11
104,FIBBG000B9XRY4,2023-06-02,180.2382,0.004775294679053005,0,Flat,11
105,FIBBG000B9XRY4,2023-06-05,178.8736,-0.007571092032654541,0,Flat,11
106,FIBBG000B9XRY4,2023-06-06,178.5051,-0.0020601139575656307,0,Flat,11
107,FIBBG000B9XRY4,2023-06-07,177.1205,-0.007756641126780165,0,Flat,11
108,FIBBG000B9XRY4,2023-06-08,179.8597,0.015465177661535571,1,Bull,12
109,FIBBG000B9XRY4,2023-06-09,180.2482,0.0021600169465421848,0,Flat,12
110,FIBBG000B9XRY4,2023-06-12,183.0671,0.01563899112446068,1,Bull,13
111,FIBBG000B9XRY4,2023-06-13,182.5889,-0.002612156963211933,0,Flat,13
112,FIBBG000B9XRY4,2023-06-14,183.2264,0.0034914499183686253,0,Flat,13
113,FIBBG000B9XRY4,2023-06-15,185.2783,0.011198713722476614,1,Bull,14
114,FIBBG000B9XRY4,2023-06-16,184.1926,-0.005859833558490135,0,Flat,14
115,FIBBG000B9XRY4,2023-06-20,184.2823,0.00048699024825097996,0,Flat,14
116,FIBBG000B9XRY4,2023-06-21,183.2364,-0.005675531507909273,0,Flat,14
117,FIBBG000B9XRY4,2023-06-22,186.2644,0.016525100907898167,1,Bull,15
118,FIBBG000B9XRY4,2023-06-23,185.9457,-0.001711008652216993,0,Flat,15
119,FIBBG000B9XRY4,2023-06-26,184.5412,-0.007553280339367808,0,Flat,15
120,FIBBG000B9XRY4,2023-06-27,187.3203,0.015059509746333067,1,Bull,16
121,FIBBG000B9XRY4,2023-06-28,188.5056,0.006327664433593069,0,Flat,16
122,FIBBG000B9XRY4,2023-06-29,188.8442,0.001796233109255183,0,Flat,16
123,FIBBG000B9XRY4,2023-06-30,193.207,0.02310264228395679,1,Bull,17
124,FIBBG000B9XRY4,2023-07-03,191.703,-0.007784397045655648,0,Flat,17
125,FIBBG000B9XRY4,2023-07-05,190.5774,-0.005871582604341045,0,Flat,17
126,FIBBG000B9XRY4,2023-07-06,191.0555,0.0025086920065022582,0,Flat,17
127,FIBBG000B9XRY4,2023-07-07,189.93,-0.005890958386437387,0,Flat,17
128,FIBBG000B9XRY4,2023-07-10,187.8681,-0.010856104880745582,-1,Bear,16
129,FIBBG000B9XRY4,2023-07-11,187.3402,-0.0028099501724879756,0,Flat,16
130,FIBBG000B9XRY4,2023-07-12,189.0235,0.008985257835744824,0,Flat,16
131,FIBBG000B9XRY4,2023-07-13,189.7905,0.004057696529796538,0,Flat,16
132,FIBBG000B9XRY4,2023-07-14,189.9399,0.0007871837631492922,0,Flat,16
133,FIBBG000B9XRY4,2023-07-17,193.2269,0.017305473994668873,1,Bull,17
134,FIBBG000B9XRY4,2023-07-18,192.968,-0.0013398755556292175,0,Flat,17
135,FIBBG000B9XRY4,2023-07-19,194.3326,0.007071638820944531,0,Flat,17
136,FIBBG000B9XRY4,2023-07-20,192.3703,-0.010097636732077003,-1,Bear,16
137,FIBBG000B9XRY4,2023-07-21,191.185,-0.0061615540444652,0,Flat,16
138,FIBBG000B9XRY4,2023-07-24,191.9918,0.004219996338624943,0,Flat,16
139,FIBBG000B9XRY4,2023-07-25,192.8584,0.0045137344407416196,0,Flat,16
140,FIBBG000B9XRY4,2023-07-26,193.7349,0.004544785189548505,0,Flat,16
141,FIBBG000B9XRY4,2023-07-27,192.46,-0.006580641897768561,0,Flat,16
142,FIBBG000B9XRY4,2023-07-28,195.0597,0.013507741868440113,1,Bull,17
143,FIBBG000B9XRY4,2023-07-31,195.6773,0.0031662101397675183,0,Flat,17
144,FIBBG000B9XRY4,2023-08-01,194.8356,-0.0043014698179093995,0,Flat,17
145,FIBBG000B9XRY4,2023-08-02,191.8225,-0.015464832915545252,-1,Bear,16
146,FIBBG000B9XRY4,2023-08-03,190.418,-0.007321873085795382,0,Flat,16
147,FIBBG000B9XRY4,2023-08-04,181.2741,-0.04802014515434466,-1,Bear,15
148,FIBBG000B9XRY4,2023-08-07,178.1465,-0.017253430026683354,-1,Bear,15
149,FIBBG000B9XRY4,2023-08-08,179.0928,0.005311920245416036,0,Flat,15
150,FIBBG000B9XRY4,2023-08-09,177.4891,-0.00895457550498961,0,Flat,15
151,FIBBG000B9XRY4,2023-08-10,177.27,-0.0012344420023539327,0,Flat,15
152,FIBBG000B9XRY4,2023-08-11,177.3298,0.00033733852315674185,0,Flat,15
153,FIBBG000B9XRY4,2023-08-14,178.9955,0.009393232271169238,0,Flat,15
154,FIBBG000B9XRY4,2023-08-15,176.9907,-0.011200281571324357,-1,Bear,14
155,FIBBG000B9XRY4,2023-08-16,176.113,-0.0049590176206998696,0,Flat,14
156,FIBBG000B9XRY4,2023-08-17,173.5496,-0.014555427481219452,-1,Bear,13
157,FIBBG000B9XRY4,2023-08-18,174.0383,0.002815909688066088,0,Flat,13
158,FIBBG000B9XRY4,2023-08-21,175.3848,0.007736802761231409,0,Flat,13
159,FIBBG000B9XRY4,2023-08-22,176.7712,0.007904903959750107,0,Flat,13
160,FIBBG000B9XRY4,2023-08-23,180.6512,0.021949276805271423,1,Bull,14
161,FIBBG000B9XRY4,2023-08-24,175.9234,-0.02617087514503088,-1,Bear,14
162,FIBBG000B9XRY4,2023-08-25,178.1477,0.01264357100874585,1,Bull,14
163,FIBBG000B9XRY4,2023-08-28,179.7236,0.008846030569016713,0,Flat,14
164,FIBBG000B9XRY4,2023-08-29,183.6434,0.021810157374991427,1,Bull,15
165,FIBBG000B9XRY4,2023-08-30,187.1643,0.019172483192970633,1,Bull,15
166,FIBBG000B9XRY4,2023-08-31,187.3837,0.0011722320976810608,0,Flat,15
167,FIBBG000B9XRY4,2023-09-01,188.9696,0.008463382887625815,0,Flat,15
168,FIBBG000B9XRY4,2023-09-05,189.209,0.0012668704384196673,0,Flat,15
169,FIBBG000B9XRY4,2023-09-06,182.4365,-0.03579375188283859,-1,Bear,14
170,FIBBG000B9XRY4,2023-09-07,177.1004,-0.029249081187152724,-1,Bear,14
171,FIBBG000B9XRY4,2023-09-08,177.7188,0.0034918046486624526,0,Flat,14
172,FIBBG000B9XRY4,2023-09-11,178.8957,0.0066222594345675175,0,Flat,14
173,FIBBG000B9XRY4,2023-09-12,175.8437,-0.017060220005287955,-1,Bear,13
174,FIBBG000B9XRY4,2023-09-13,173.7591,-0.011854846093434243,-1,Bear,13
175,FIBBG000B9XRY4,2023-09-14,175.2851,0.008782273849254575,0,Flat,13
176,FIBBG000B9XRY4,2023-09-15,174.557,-0.0041538042879857556,0,Flat,13
177,FIBBG000B9XRY4,2023-09-18,177.5093,0.016913100018905048,1,Bull,14
178,FIBBG000B9XRY4,2023-09-19,178.6065,0.006181084596694455,0,Flat,14
179,FIBBG000B9XRY4,2023-09-20,175.0357,-0.019992553462500073,-1,Bear,13
180,FIBBG000B9XRY4,2023-09-21,173.4798,-0.008889043777926332,0,Flat,13
181,FIBBG000B9XRY4,2023-09-22,174.3376,0.004944667909462643,0,Flat,13
182,FIBBG000B9XRY4,2023-09-25,175.6242,0.007379934104863166,0,Flat,13
183,FIBBG000B9XRY4,2023-09-26,171.5149,-0.02339825604899547,-1,Bear,12
184,FIBBG000B9XRY4,2023-09-27,169.9888,-0.008897769231711143,0,Flat,12
185,FIBBG000B9XRY4,2023-09-28,170.2482,0.001525982888284401,0,Flat,12
186,FIBBG000B9XRY4,2023-09-29,170.7668,0.00304614086962442,0,Flat,12
187,FIBBG000B9XRY4,2023-10-02,173.3003,0.014836021990222947,1,Bull,13
188,FIBBG000B9XRY4,2023-10-03,171.9537,-0.00777032699885687,0,Flat,13
189,FIBBG000B9XRY4,2023-10-04,173.2105,0.007308944209982096,0,Flat,13
190,FIBBG000B9XRY4,2023-10-05,174.4573,0.0071981779395591345,0,Flat,13
191,FIBBG000B9XRY4,2023-10-06,177.0306,0.014750314260280246,1,Bull,14
192,FIBBG000B9XRY4,2023-10-09,178.5267,0.008451081338480538,0,Flat,14
193,FIBBG000B9XRY4,2023-10-10,177.9282,-0.003352439719100848,0,Flat,14
194,FIBBG000B9XRY4,2023-10-11,179.3346,0.007904311964039375,0,Flat,14
195,FIBBG000B9XRY4,2023-10-12,180.2422,0.005060930796399592,0,Flat,14
196,FIBBG000B9XRY4,2023-10-13,178.3871,-0.010292262300393543,-1,Bear,13
197,FIBBG000B9XRY4,2023-10-16,178.2574,-0.0007270705112646257,0,Flat,13
198,FIBBG000B9XRY4,2023-10-17,176.6915,-0.00878448804930398,0,Flat,13
199,FIBBG000B9XRY4,2023-10-18,175.3848,-0.007395375555700065,0,Flat,13
200,FIBBG000B9XRY4,2023-10-19,175.0058,-0.002160962637583297,0,Flat,13
201,FIBBG000B9XRY4,2023-10-20,172.4325,-0.014704084093212848,-1,Bear,12
202,FIBBG000B9XRY4,2023-10-23,172.5522,0.0006941846809620842,0,Flat,12
203,FIBBG000B9XRY4,2023-10-24,172.9911,0.002543578117230552,0,Flat,12
204,FIBBG000B9XRY4,2023-10-25,170.6571,-0.013492023578091445,-1,Bear,11
205,FIBBG000B9XRY4,2023-10-26,166.458,-0.024605480815037963,-1,Bear,11
206,FIBBG000B9XRY4,2023-10-27,167.7846,0.007969577911545334,0,Flat,11
207,FIBBG000B9XRY4,2023-10-30,169.8492,0.012305062562356642,1,Bull,12
208,FIBBG000B9XRY4,2023-10-31,170.328,0.0028189711814951544,0,Flat,12
209,FIBBG000B9XRY4,2023-11-01,173.5197,0.018738551500634054,1,Bull,13
210,FIBBG000B9XRY4,2023-11-02,177.1104,0.0206933276164032,1,Bull,13
211,FIBBG000B9XRY4,2023-11-03,176.1927,-0.005181513903192565,0,Flat,13
212,FIBBG000B9XRY4,2023-11-06,178.7661,0.014605599437434084,1,Bull,14
213,FIBBG000B9XRY4,2023-11-07,181.3494,0.014450726396112062,1,Bull,14
214,FIBBG000B9XRY4,2023-11-08,182.4166,0.005884772709476764,0,Flat,14
215,FIBBG000B9XRY4,2023-11-09,181.9378,-0.002624761123713403,0,Flat,14
216,FIBBG000B9XRY4,2023-11-10,186.1624,0.023220023546508647,1,Bull,15
217,FIBBG000B9XRY4,2023-11-13,184.5645,-0.008583365921367481,0,Flat,15
218,FIBBG000B9XRY4,2023-11-14,187.2011,0.01428552077999825,1,Bull,16
219,FIBBG000B9XRY4,2023-11-15,187.7704,0.003041114608835089,0,Flat,16
220,FIBBG000B9XRY4,2023-11-16,189.4682,0.009041893717007584,0,Flat,16
221,FIBBG000B9XRY4,2023-11-17,189.4483,-0.00010503081783648609,0,Flat,16
222,FIBBG000B9XRY4,2023-11-20,191.206,0.00927799299333908,0,Flat,16
223,FIBBG000B9XRY4,2023-11-21,190.397,-0.004231038774933828,0,Flat,16
224,FIBBG000B9XRY4,2023-11-22,191.0662,0.003514761261994768,0,Flat,16
225,FIBBG000B9XRY4,2023-11-24,189.7279,-0.007004378587107524,0,Flat,16
226,FIBBG000B9XRY4,2023-11-27,189.5481,-0.0009476729569030184,0,Flat,16
227,FIBBG000B9XRY4,2023-11-28,190.1573,0.0032139599394559325,0,Flat,16
228,FIBBG000B9XRY4,2023-11-29,189.1287,-0.0054092059573836145,0,Flat,16
229,FIBBG000B9XRY4,2023-11-30,189.7079,0.003062464871804152,0,Flat,16
230,FIBBG000B9XRY4,2023-12-01,190.9963,0.006791493659462762,0,Flat,16
231,FIBBG000B9XRY4,2023-12-04,189.1886,-0.009464581251050323,0,Flat,16
232,FIBBG000B9XRY4,2023-12-05,193.1735,0.021063108453680517,1,Bull,17
233,FIBBG000B9XRY4,2023-12-06,192.0749,-0.005687115468736531,0,Flat,17
234,FIBBG000B9XRY4,2023-12-07,194.0224,0.010139273793712718,1,Bull,18
235,FIBBG000B9XRY4,2023-12-08,195.4606,0.007412546180234832,0,Flat,18
236,FIBBG000B9XRY4,2023-12-11,192.9338,-0.012927413504307306,-1,Bear,17
237,FIBBG000B9XRY4,2023-12-12,194.4619,0.007920333295669412,0,Flat,17
238,FIBBG000B9XRY4,2023-12-13,197.7077,0.016691187322555083,1,Bull,18
239,FIBBG000B9XRY4,2023-12-14,197.8575,0.0007576841974288258,0,Flat,18
240,FIBBG000B9XRY4,2023-12-15,197.3182,-0.0027256990510847313,0,Flat,18
241,FIBBG000B9XRY4,2023-12-18,195.6404,-0.008503016954340708,0,Flat,18
242,FIBBG000B9XRY4,2023-12-19,196.689,0.005359833653989633,0,Flat,18
243,FIBBG000B9XRY4,2023-12-20,194.5817,-0.01071386808616639,-1,Bear,17
244,FIBBG000B9XRY4,2023-12-21,194.4319,-0.0007698565692457155,0,Flat,17
245,FIBBG000B9XRY4,2023-12-22,193.3533,-0.005547443603647461,0,Flat,17
246,FIBBG000B9XRY4,2023-12-26,192.804,-0.002840913498761015,0,Flat,17
247,FIBBG000B9XRY4,2023-12-27,192.9038,0.0005176241156821833,0,Flat,17
248,FIBBG000B9XRY4,2023-12-28,193.3333,0.002226498389352717,0,Flat,17
249,FIBBG000B9XRY4,2023-12-29,192.2846,-0.0054243112800536515,0,Flat,17
